id_estudiante,nombre,apellido,edad,genero,carrera,semestre,email,telefono,calificaciones_anteriores,asistencia_porcentaje,participacion_clase,horas_estudio_semanal,nivel_socioeconomico,rendimiento_riesgo,nota_matematicas,nota_ciencias,nota_lenguaje,nota_historia,promedio_general,creditos_aprobados,creditos_totales,fecha_ingreso,estado_academico,motivo_riesgo
829,Maximiliano,Martínez,25,M,Ingeniería,7,maximiliano.martínez@universidad.edu,555-0829,6.53,80,3,7,Medio,0,6.6,6.2,6.1,6.2,6.3,105,140,2022-07-17,Condicional,
830,Javiera,López,23,F,Arte,8,javiera.lópez@universidad.edu,555-0830,7.31,67,2,11,Alto,1,7.3,7.7,7.7,7.7,7.6,120,160,2022-01-18,En Riesgo,Baja participación
831,Ana,Rodríguez,25,F,Economía,4,ana.rodríguez@universidad.edu,555-0831,5.1,71,1,9,Bajo,1,5.0,5.1,5.0,5.3,5.1,60,80,2024-01-18,En Riesgo,Bajo rendimiento académico
832,Renata,Vargas,26,F,Educación,8,renata.vargas@universidad.edu,555-0832,9.41,96,2,14,Medio,0,9.0,9.0,9.0,9.7,9.2,120,160,2022-01-18,Activo,
833,Maximiliano,Mendoza,22,M,Derecho,7,maximiliano.mendoza@universidad.edu,555-0833,7.61,81,2,19,Alto,0,7.6,7.9,7.6,7.4,7.6,86,140,2022-07-17,Activo,
834,Santiago,Ruiz,23,M,Enfermería,2,santiago.ruiz@universidad.edu,555-0834,9.75,96,5,15,Medio,0,10.0,9.3,10.0,9.8,9.8,30,40,2025-01-17,Condicional,
835,Esteban,Romero,19,M,Medicina,8,esteban.romero@universidad.edu,555-0835,4.97,51,1,15,Medio,1,4.5,5.1,5.3,5.2,5.0,93,160,2022-01-18,En Riesgo,
836,Mateo,Castillo,25,M,Economía,4,mateo.castillo@universidad.edu,555-0836,7.29,90,2,14,Medio,0,7.4,7.1,6.9,7.5,7.2,60,80,2024-01-18,Condicional,
837,Joaquín,Delgado,18,M,Administración,4,joaquín.delgado@universidad.edu,555-0837,8.98,62,2,12,Bajo,1,8.8,9.2,9.3,9.1,9.1,51,80,2024-01-18,En Riesgo,Pocas horas de estudio
838,Carmen,Silva,19,F,Administración,4,carmen.silva@universidad.edu,555-0838,8.51,91,1,7,Bajo,0,8.8,8.3,8.7,8.2,8.5,60,80,2024-01-18,Activo,
839,Camila,Hernández,18,F,Enfermería,2,camila.hernández@universidad.edu,555-0839,8.14,80,1,10,Bajo,0,7.7,8.4,8.1,7.9,8.0,30,40,2025-01-17,Activo,
840,Isidora,Herrera,23,F,Ingeniería,6,isidora.herrera@universidad.edu,555-0840,8.57,100,5,4,Alto,0,8.3,8.4,8.4,8.6,8.4,90,120,2023-01-18,Activo,
841,José,Ruiz,26,M,Economía,4,josé.ruiz@universidad.edu,555-0841,5.37,60,1,10,Bajo,1,5.8,5.1,5.2,5.6,5.4,43,80,2024-01-18,En Riesgo,Baja asistencia
842,Rodrigo,Delgado,20,M,Medicina,7,rodrigo.delgado@universidad.edu,555-0842,5.55,75,5,14,Medio,0,6.1,5.1,5.3,5.6,5.5,105,140,2022-07-17,Activo,
843,Joaquín,Rojas,19,M,Psicología,8,joaquín.rojas@universidad.edu,555-0843,4.42,87,2,22,Bajo,1,4.4,4.7,4.7,4.7,4.6,108,160,2022-01-18,En Riesgo,Baja asistencia
844,Isidora,Pérez,22,F,Arte,4,isidora.pérez@universidad.edu,555-0844,4.93,63,1,8,Alto,1,4.5,5.2,5.1,4.7,4.9,57,80,2024-01-18,En Riesgo,Baja participación
845,Roberto,Rodríguez,21,M,Arquitectura,2,roberto.rodríguez@universidad.edu,555-0845,5.11,96,3,16,Bajo,0,4.9,4.7,5.4,4.7,4.9,23,40,2025-01-17,Activo,
846,Lucía,Guerrero,23,F,Arquitectura,7,lucía.guerrero@universidad.edu,555-0846,9.72,55,2,24,Alto,1,10.0,9.2,10.0,10.0,9.8,105,140,2022-07-17,En Riesgo,Pocas horas de estudio
847,Camila,Ramírez,18,F,Ingeniería,7,camila.ramírez@universidad.edu,555-0847,7.73,70,3,10,Alto,0,8.0,8.2,7.8,8.1,8.0,105,140,2022-07-17,Condicional,
848,Mateo,Rojas,18,M,Administración,7,mateo.rojas@universidad.edu,555-0848,8.27,53,4,18,Alto,0,8.7,7.8,8.5,8.4,8.3,98,140,2022-07-17,Condicional,
849,Mariana,Hernández,26,F,Enfermería,2,mariana.hernández@universidad.edu,555-0849,8.46,91,4,12,Alto,0,8.7,8.7,8.8,8.8,8.8,23,40,2025-01-17,Condicional,
850,Esteban,Mendoza,22,M,Psicología,4,esteban.mendoza@universidad.edu,555-0850,8.09,54,4,9,Alto,0,8.1,7.7,7.9,7.8,7.9,52,80,2024-01-18,Condicional,
851,Matías,Aguilar,26,M,Enfermería,5,matías.aguilar@universidad.edu,555-0851,4.87,77,5,13,Alto,0,5.1,4.6,4.6,4.9,4.8,63,100,2023-07-17,Activo,
852,Camila,Pérez,21,F,Derecho,4,camila.pérez@universidad.edu,555-0852,6.91,52,2,17,Bajo,1,7.2,7.4,6.7,7.3,7.2,60,80,2024-01-18,En Riesgo,Problemas familiares
853,Nicolás,Delgado,19,M,Arte,1,nicolás.delgado@universidad.edu,555-0853,5.59,94,1,24,Medio,1,5.8,5.6,5.9,6.0,5.8,15,20,2025-07-16,En Riesgo,Problemas familiares
854,Florencia,Ortega,21,F,Arquitectura,1,florencia.ortega@universidad.edu,555-0854,9.86,61,2,23,Medio,1,9.6,9.5,10.0,10.0,9.8,15,20,2025-07-16,En Riesgo,Problemas económicos
855,José,Ortega,19,M,Medicina,1,josé.ortega@universidad.edu,555-0855,5.64,82,1,4,Alto,1,5.2,5.3,5.3,5.6,5.3,13,20,2025-07-16,En Riesgo,Baja participación
856,Benjamín,Vega,25,M,Arquitectura,7,benjamín.vega@universidad.edu,555-0856,5.19,67,3,3,Medio,1,5.0,4.9,4.9,5.3,5.0,96,140,2022-07-17,En Riesgo,Problemas familiares
857,Isabella,Vega,18,F,Arquitectura,7,isabella.vega@universidad.edu,555-0857,8.02,87,5,10,Bajo,0,8.0,7.6,8.5,7.9,8.0,105,140,2022-07-17,Activo,
858,Patricia,Rojas,23,F,Medicina,1,patricia.rojas@universidad.edu,555-0858,8.29,60,2,8,Alto,1,8.2,8.1,8.3,8.6,8.3,15,20,2025-07-16,En Riesgo,Baja participación
859,Carlos,Sánchez,20,M,Psicología,2,carlos.sánchez@universidad.edu,555-0859,8.77,62,2,5,Alto,1,8.5,8.7,8.6,8.4,8.5,30,40,2025-01-17,En Riesgo,Problemas familiares
860,Amparo,Torres,19,F,Medicina,5,amparo.torres@universidad.edu,555-0860,6.88,70,3,14,Alto,0,6.6,6.9,7.3,6.4,6.8,75,100,2023-07-17,Activo,
861,Sebastián,Pérez,21,M,Administración,5,sebastián.pérez@universidad.edu,555-0861,8.48,56,4,8,Alto,0,8.0,8.9,8.5,8.7,8.5,75,100,2023-07-17,Activo,
862,Maximiliano,García,26,M,Educación,5,maximiliano.garcía@universidad.edu,555-0862,4.22,85,2,19,Alto,1,4.2,4.0,4.0,4.0,4.0,50,100,2023-07-17,En Riesgo,Pocas horas de estudio
863,Agustín,Pérez,22,M,Ingeniería,3,agustín.pérez@universidad.edu,555-0863,5.89,52,3,13,Medio,1,5.9,6.1,6.2,5.7,6.0,45,60,2024-07-16,En Riesgo,Bajo rendimiento académico
864,Isidora,Ortega,25,F,Enfermería,1,isidora.ortega@universidad.edu,555-0864,5.47,93,1,17,Alto,1,5.4,5.9,5.2,5.1,5.4,15,20,2025-07-16,En Riesgo,Problemas económicos
865,Sofía,García,24,F,Derecho,3,sofía.garcía@universidad.edu,555-0865,5.1,67,5,7,Alto,1,4.8,5.5,5.0,4.7,5.0,44,60,2024-07-16,En Riesgo,Problemas económicos
866,Esperanza,Silva,18,F,Enfermería,1,esperanza.silva@universidad.edu,555-0866,8.4,65,4,14,Medio,0,8.7,8.4,8.6,8.1,8.5,15,20,2025-07-16,Activo,
867,Florencia,Medina,22,F,Ingeniería,1,florencia.medina@universidad.edu,555-0867,6.92,71,1,12,Medio,0,7.2,6.6,6.7,7.4,7.0,15,20,2025-07-16,Activo,
868,Isidora,García,21,F,Arte,8,isidora.garcía@universidad.edu,555-0868,6.26,72,3,10,Medio,0,6.2,6.2,6.7,6.0,6.3,120,160,2022-01-18,Activo,
869,Florencia,Jiménez,24,F,Enfermería,3,florencia.jiménez@universidad.edu,555-0869,4.59,76,3,7,Alto,1,4.4,4.4,4.3,4.3,4.4,30,60,2024-07-16,En Riesgo,
870,Valentina,Torres,21,F,Ingeniería,6,valentina.torres@universidad.edu,555-0870,5.19,62,4,19,Medio,1,4.9,5.4,5.5,5.4,5.3,90,120,2023-01-18,En Riesgo,Problemas familiares
871,Sofía,Jiménez,24,F,Arte,1,sofía.jiménez@universidad.edu,555-0871,5.93,83,1,3,Bajo,1,5.5,5.5,5.9,5.5,5.6,11,20,2025-07-16,En Riesgo,Baja asistencia
872,Sebastián,Romero,18,M,Administración,7,sebastián.romero@universidad.edu,555-0872,4.82,79,1,16,Medio,1,4.7,5.0,4.9,4.4,4.8,105,140,2022-07-17,En Riesgo,Baja participación
873,Esperanza,González,25,F,Arte,5,esperanza.gonzález@universidad.edu,555-0873,7.85,99,3,1,Alto,0,8.2,7.5,7.8,8.0,7.9,70,100,2023-07-17,Activo,
874,Rodrigo,Ruiz,25,M,Arte,4,rodrigo.ruiz@universidad.edu,555-0874,8.68,82,1,7,Alto,0,8.9,8.6,9.1,8.4,8.8,48,80,2024-01-18,Condicional,
875,Emilio,Ramírez,26,M,Economía,5,emilio.ramírez@universidad.edu,555-0875,8.95,96,2,23,Alto,0,9.2,8.8,9.2,9.1,9.1,75,100,2023-07-17,Activo,
876,Sofía,López,26,F,Derecho,6,sofía.lópez@universidad.edu,555-0876,6.72,95,3,25,Bajo,0,6.8,6.6,7.0,6.4,6.7,87,120,2023-01-18,Activo,
877,María,Romero,21,F,Administración,7,maría.romero@universidad.edu,555-0877,8.88,72,3,22,Bajo,0,8.9,9.3,8.7,8.6,8.9,105,140,2022-07-17,Activo,
878,Sofía,Jiménez,24,F,Psicología,2,sofía.jiménez@universidad.edu,555-0878,4.92,74,5,4,Medio,1,5.4,4.6,5.4,5.1,5.1,30,40,2025-01-17,En Riesgo,Problemas familiares
879,Valentina,Mendoza,22,F,Enfermería,1,valentina.mendoza@universidad.edu,555-0879,9.8,73,1,21,Bajo,0,9.6,9.9,10.0,9.6,9.8,11,20,2025-07-16,Activo,
880,Camila,Medina,26,F,Administración,1,camila.medina@universidad.edu,555-0880,7.62,58,5,13,Bajo,0,7.8,7.9,7.9,7.9,7.9,15,20,2025-07-16,Activo,
881,Valeria,Romero,26,F,Enfermería,6,valeria.romero@universidad.edu,555-0881,6.82,66,1,2,Alto,1,6.7,6.7,6.8,6.6,6.7,90,120,2023-01-18,En Riesgo,Pocas horas de estudio
882,Andrés,Medina,23,M,Economía,2,andrés.medina@universidad.edu,555-0882,9.52,54,3,24,Alto,0,9.7,9.3,9.6,9.1,9.4,30,40,2025-01-17,Activo,
883,Rodrigo,Medina,24,M,Arquitectura,3,rodrigo.medina@universidad.edu,555-0883,4.6,72,5,25,Medio,0,4.7,5.1,4.9,4.5,4.8,42,60,2024-07-16,Activo,
884,José,Moreno,22,M,Educación,7,josé.moreno@universidad.edu,555-0884,7.03,70,4,13,Medio,0,7.0,7.3,7.4,7.1,7.2,105,140,2022-07-17,Activo,
885,Nicolás,Ramírez,21,M,Arte,8,nicolás.ramírez@universidad.edu,555-0885,5.81,75,4,4,Medio,1,5.6,5.8,6.3,5.4,5.8,120,160,2022-01-18,En Riesgo,Problemas familiares
886,Florencia,Pérez,25,F,Medicina,1,florencia.pérez@universidad.edu,555-0886,7.72,68,1,3,Medio,1,7.4,7.3,7.9,8.0,7.7,11,20,2025-07-16,En Riesgo,Pocas horas de estudio
887,Florencia,Vega,19,F,Educación,5,florencia.vega@universidad.edu,555-0887,6.99,71,2,8,Alto,0,6.6,7.2,7.0,7.5,7.1,74,100,2023-07-17,Activo,
888,Carmen,Herrera,24,F,Economía,5,carmen.herrera@universidad.edu,555-0888,9.1,72,4,11,Bajo,0,8.7,9.4,9.3,8.7,9.0,75,100,2023-07-17,Activo,
889,Javiera,Ruiz,21,F,Medicina,8,javiera.ruiz@universidad.edu,555-0889,5.69,100,5,12,Alto,0,5.8,5.5,6.2,5.2,5.7,120,160,2022-01-18,Activo,
890,Valentina,Vega,25,F,Enfermería,3,valentina.vega@universidad.edu,555-0890,9.29,98,5,8,Medio,0,9.4,9.4,9.6,9.8,9.6,45,60,2024-07-16,Activo,
891,Mariana,Hernández,21,F,Medicina,3,mariana.hernández@universidad.edu,555-0891,9.83,70,3,1,Medio,0,10.0,9.8,9.9,9.8,9.9,45,60,2024-07-16,Activo,
892,Daniela,García,21,F,Educación,3,daniela.garcía@universidad.edu,555-0892,4.05,85,3,5,Alto,1,4.0,4.0,4.2,4.0,4.0,45,60,2024-07-16,En Riesgo,Bajo rendimiento académico
893,Laura,Torres,21,F,Educación,6,laura.torres@universidad.edu,555-0893,7.59,82,2,12,Bajo,0,7.3,7.6,7.8,7.3,7.5,90,120,2023-01-18,Activo,
894,Magdalena,Castillo,24,F,Educación,2,magdalena.castillo@universidad.edu,555-0894,4.03,62,3,3,Medio,1,4.1,4.4,4.2,4.4,4.3,30,40,2025-01-17,En Riesgo,Baja participación
895,Constanza,García,19,F,Economía,4,constanza.garcía@universidad.edu,555-0895,4.87,62,2,8,Alto,1,5.0,4.7,4.5,4.9,4.8,60,80,2024-01-18,En Riesgo,Problemas familiares
896,Camila,Castro,22,F,Arquitectura,4,camila.castro@universidad.edu,555-0896,8.65,78,2,4,Alto,0,8.3,8.6,9.0,9.0,8.7,60,80,2024-01-18,Activo,
897,Vicente,Castillo,25,M,Derecho,7,vicente.castillo@universidad.edu,555-0897,5.15,89,1,10,Medio,1,4.9,5.5,5.4,5.1,5.2,105,140,2022-07-17,En Riesgo,Pocas horas de estudio
898,Sofía,Ortega,18,F,Derecho,5,sofía.ortega@universidad.edu,555-0898,6.28,79,4,6,Alto,0,6.4,6.5,6.5,6.1,6.4,75,100,2023-07-17,Condicional,
899,Gabriel,Herrera,19,M,Arte,5,gabriel.herrera@universidad.edu,555-0899,5.17,99,1,15,Alto,1,4.7,4.8,4.8,4.7,4.8,58,100,2023-07-17,En Riesgo,Problemas económicos
900,Sebastián,Herrera,24,M,Administración,6,sebastián.herrera@universidad.edu,555-0900,8.93,83,5,22,Bajo,0,9.2,8.5,9.4,9.0,9.0,87,120,2023-01-18,Activo,
901,Regina,Vargas,21,F,Economía,7,regina.vargas@universidad.edu,555-0901,8.84,79,4,3,Alto,0,9.1,9.1,8.5,8.8,8.9,91,140,2022-07-17,Activo,
902,Joaquín,Rojas,22,M,Administración,3,joaquín.rojas@universidad.edu,555-0902,5.45,72,3,8,Bajo,0,5.6,5.4,5.0,5.4,5.3,41,60,2024-07-16,Activo,
903,Constanza,Delgado,24,F,Administración,5,constanza.delgado@universidad.edu,555-0903,6.78,51,2,19,Medio,1,7.1,6.4,6.7,6.9,6.8,62,100,2023-07-17,En Riesgo,Baja participación
904,Emilio,Castillo,24,M,Ingeniería,4,emilio.castillo@universidad.edu,555-0904,4.34,52,2,1,Medio,1,4.5,4.3,4.8,4.3,4.5,60,80,2024-01-18,En Riesgo,Bajo rendimiento académico
905,Lucía,Morales,24,F,Derecho,6,lucía.morales@universidad.edu,555-0905,6.2,68,5,6,Alto,1,6.7,6.6,5.8,5.8,6.2,90,120,2023-01-18,En Riesgo,Pocas horas de estudio
906,Constanza,García,22,F,Psicología,4,constanza.garcía@universidad.edu,555-0906,7.24,75,5,8,Alto,0,6.9,6.9,7.3,7.0,7.0,56,80,2024-01-18,Activo,
907,Gabriel,Romero,24,M,Psicología,4,gabriel.romero@universidad.edu,555-0907,8.31,66,2,4,Bajo,1,8.1,8.4,8.2,8.8,8.4,56,80,2024-01-18,En Riesgo,Bajo rendimiento académico
908,Emilio,Flores,23,M,Arte,3,emilio.flores@universidad.edu,555-0908,9.49,78,5,15,Alto,0,9.5,9.8,9.1,9.3,9.4,45,60,2024-07-16,Activo,
909,Patricia,Guerrero,20,F,Derecho,7,patricia.guerrero@universidad.edu,555-0909,7.19,98,4,19,Medio,0,7.4,7.7,7.3,7.0,7.4,105,140,2022-07-17,Activo,
910,Maximiliano,Aguilar,26,M,Ingeniería,4,maximiliano.aguilar@universidad.edu,555-0910,4.51,86,5,10,Alto,0,4.4,4.3,5.0,5.0,4.7,60,80,2024-01-18,Activo,
911,Ignacio,Silva,19,M,Medicina,8,ignacio.silva@universidad.edu,555-0911,6.95,79,3,17,Alto,0,7.3,7.1,6.5,6.9,6.9,113,160,2022-01-18,Activo,
912,Isidora,Ortega,25,F,Arquitectura,7,isidora.ortega@universidad.edu,555-0912,4.42,76,1,21,Medio,1,4.5,4.7,4.2,4.9,4.6,85,140,2022-07-17,En Riesgo,Problemas económicos
913,María,Ortega,23,F,Educación,6,maría.ortega@universidad.edu,555-0913,4.64,72,4,7,Alto,1,5.1,4.6,4.3,5.1,4.8,90,120,2023-01-18,En Riesgo,Problemas económicos
914,Valeria,Castro,26,F,Ingeniería,8,valeria.castro@universidad.edu,555-0914,8.66,70,5,14,Medio,0,8.7,8.4,8.6,8.7,8.6,88,160,2022-01-18,Condicional,
915,Magdalena,Vega,26,F,Educación,4,magdalena.vega@universidad.edu,555-0915,9.91,84,4,10,Medio,0,10.0,10.0,9.9,9.8,9.9,42,80,2024-01-18,Condicional,
916,Santiago,González,18,M,Enfermería,3,santiago.gonzález@universidad.edu,555-0916,9.51,91,3,4,Bajo,0,9.5,9.3,9.9,9.4,9.5,45,60,2024-07-16,Activo,
917,Regina,Ruiz,25,F,Psicología,6,regina.ruiz@universidad.edu,555-0917,9.69,68,2,15,Alto,1,10.0,9.9,9.7,9.9,9.9,90,120,2023-01-18,En Riesgo,Baja asistencia
918,Cristóbal,Ramos,21,M,Educación,7,cristóbal.ramos@universidad.edu,555-0918,8.32,92,3,11,Medio,0,8.5,7.9,8.7,7.9,8.2,105,140,2022-07-17,Activo,
919,Natalia,Flores,20,F,Enfermería,6,natalia.flores@universidad.edu,555-0919,7.3,93,3,2,Alto,0,7.3,7.1,7.2,7.4,7.2,68,120,2023-01-18,Activo,
920,Fernando,García,25,M,Enfermería,1,fernando.garcía@universidad.edu,555-0920,4.2,88,1,14,Alto,1,4.0,4.4,4.0,4.3,4.2,15,20,2025-07-16,En Riesgo,Problemas económicos
921,Vicente,González,24,M,Educación,5,vicente.gonzález@universidad.edu,555-0921,7.93,61,5,17,Bajo,0,7.5,7.4,8.1,8.3,7.8,58,100,2023-07-17,Activo,
922,Valentina,González,24,F,Enfermería,5,valentina.gonzález@universidad.edu,555-0922,6.43,59,5,7,Alto,1,6.7,6.8,6.8,5.9,6.6,52,100,2023-07-17,En Riesgo,Baja asistencia
923,Julieta,Silva,26,F,Administración,6,julieta.silva@universidad.edu,555-0923,6.78,53,3,13,Medio,0,7.0,6.3,6.9,6.8,6.8,81,120,2023-01-18,Activo,
924,Natalia,Silva,22,F,Arte,3,natalia.silva@universidad.edu,555-0924,6.42,52,3,12,Bajo,0,6.1,6.0,6.7,6.8,6.4,45,60,2024-07-16,Activo,
925,José,Vega,21,M,Educación,1,josé.vega@universidad.edu,555-0925,8.46,93,3,9,Medio,0,8.5,8.1,8.9,8.7,8.6,15,20,2025-07-16,Activo,
926,Roberto,Torres,24,M,Educación,4,roberto.torres@universidad.edu,555-0926,4.78,59,3,21,Alto,1,4.6,5.1,4.3,4.4,4.6,60,80,2024-01-18,En Riesgo,Pocas horas de estudio
927,Gabriel,Moreno,20,M,Derecho,3,gabriel.moreno@universidad.edu,555-0927,6.96,97,2,9,Bajo,0,7.3,7.2,7.0,7.3,7.2,45,60,2024-07-16,Activo,
928,Roberto,Guerrero,26,M,Enfermería,8,roberto.guerrero@universidad.edu,555-0928,5.87,88,4,12,Bajo,0,5.7,5.6,5.4,5.7,5.6,120,160,2022-01-18,Condicional,
929,Mateo,Guerrero,19,M,Administración,1,mateo.guerrero@universidad.edu,555-0929,7.98,60,5,16,Alto,0,8.4,8.3,7.8,7.5,8.0,12,20,2025-07-16,Activo,
930,Florencia,Rojas,24,F,Psicología,2,florencia.rojas@universidad.edu,555-0930,9.97,85,4,19,Alto,0,10.0,10.0,9.6,10.0,9.9,30,40,2025-01-17,Activo,
931,Natalia,Ramos,25,F,Administración,4,natalia.ramos@universidad.edu,555-0931,7.95,69,1,15,Alto,1,8.0,8.4,7.7,8.1,8.0,53,80,2024-01-18,En Riesgo,Baja participación
932,Matías,Aguilar,25,M,Enfermería,4,matías.aguilar@universidad.edu,555-0932,9.59,56,2,16,Medio,1,10.0,10.0,9.2,9.8,9.8,43,80,2024-01-18,En Riesgo,
933,Fernando,Vega,22,M,Enfermería,2,fernando.vega@universidad.edu,555-0933,5.07,70,1,12,Bajo,1,4.8,5.1,5.5,5.3,5.2,25,40,2025-01-17,En Riesgo,Baja asistencia
934,Santiago,Mendoza,26,M,Educación,1,santiago.mendoza@universidad.edu,555-0934,5.36,85,2,8,Alto,1,5.5,4.9,4.9,5.2,5.1,13,20,2025-07-16,En Riesgo,Baja participación
935,Natalia,Ramírez,23,F,Arquitectura,4,natalia.ramírez@universidad.edu,555-0935,5.55,98,5,1,Medio,1,5.7,5.9,5.8,5.8,5.8,44,80,2024-01-18,En Riesgo,
936,Alejandro,Pérez,18,M,Arte,6,alejandro.pérez@universidad.edu,555-0936,9.01,91,5,23,Medio,0,9.4,8.8,9.4,8.6,9.1,76,120,2023-01-18,Activo,
937,Carlos,Moreno,19,M,Educación,4,carlos.moreno@universidad.edu,555-0937,9.87,74,2,16,Alto,0,9.8,10.0,9.6,9.7,9.8,60,80,2024-01-18,Activo,
938,Antonella,Vargas,19,F,Medicina,1,antonella.vargas@universidad.edu,555-0938,6.92,76,5,16,Bajo,0,6.7,6.6,6.5,6.6,6.6,10,20,2025-07-16,Activo,
939,Fernando,Herrera,23,M,Arquitectura,3,fernando.herrera@universidad.edu,555-0939,5.2,54,4,7,Bajo,1,5.6,5.0,5.3,5.4,5.3,30,60,2024-07-16,En Riesgo,Pocas horas de estudio
940,Andrés,Castillo,22,M,Medicina,5,andrés.castillo@universidad.edu,555-0940,8.5,54,4,11,Alto,0,8.0,8.1,8.9,8.5,8.4,75,100,2023-07-17,Activo,
941,Valeria,Romero,26,F,Medicina,4,valeria.romero@universidad.edu,555-0941,7.58,94,4,12,Alto,0,7.2,7.8,7.2,7.6,7.4,47,80,2024-01-18,Activo,
942,Nicolás,Pérez,23,M,Psicología,7,nicolás.pérez@universidad.edu,555-0942,7.43,64,2,21,Alto,1,7.5,7.5,7.3,7.9,7.6,105,140,2022-07-17,En Riesgo,
943,Matías,Castillo,20,M,Derecho,1,matías.castillo@universidad.edu,555-0943,7.73,88,4,19,Bajo,0,7.7,7.8,7.9,7.8,7.8,15,20,2025-07-16,Activo,
944,Valeria,Moreno,25,F,Enfermería,1,valeria.moreno@universidad.edu,555-0944,6.0,82,3,25,Medio,0,5.8,5.9,6.1,5.9,5.9,15,20,2025-07-16,Condicional,
945,Magdalena,Guerrero,26,F,Enfermería,5,magdalena.guerrero@universidad.edu,555-0945,5.81,69,5,10,Bajo,1,5.4,5.4,6.1,5.8,5.7,75,100,2023-07-17,En Riesgo,
946,Esperanza,Castillo,18,F,Economía,1,esperanza.castillo@universidad.edu,555-0946,9.67,54,5,20,Medio,0,9.4,9.4,9.8,9.4,9.5,15,20,2025-07-16,Activo,
947,Miguel,Guerrero,20,M,Economía,8,miguel.guerrero@universidad.edu,555-0947,9.95,63,2,22,Medio,1,9.5,9.8,9.9,10.0,9.8,120,160,2022-01-18,En Riesgo,Baja asistencia
948,Emilio,Aguilar,19,M,Enfermería,3,emilio.aguilar@universidad.edu,555-0948,5.65,57,3,7,Medio,1,6.1,5.2,5.5,5.9,5.7,35,60,2024-07-16,En Riesgo,Baja participación
949,Patricia,Mendoza,22,F,Arquitectura,2,patricia.mendoza@universidad.edu,555-0949,5.04,52,4,1,Medio,1,5.0,4.9,4.8,5.3,5.0,30,40,2025-01-17,En Riesgo,Pocas horas de estudio
950,Amparo,Ramos,26,F,Medicina,4,amparo.ramos@universidad.edu,555-0950,4.6,60,5,21,Medio,1,4.8,4.8,4.2,4.4,4.6,53,80,2024-01-18,En Riesgo,
951,Valeria,Jiménez,19,F,Educación,3,valeria.jiménez@universidad.edu,555-0951,8.46,70,5,3,Alto,0,8.7,8.5,8.2,8.4,8.4,34,60,2024-07-16,Activo,
952,Magdalena,Flores,26,F,Ingeniería,1,magdalena.flores@universidad.edu,555-0952,4.52,79,3,5,Alto,1,4.7,4.9,4.9,4.2,4.7,15,20,2025-07-16,En Riesgo,Bajo rendimiento académico
953,Diego,Castro,25,M,Ingeniería,2,diego.castro@universidad.edu,555-0953,9.35,70,1,22,Alto,0,9.1,9.4,9.3,9.6,9.3,24,40,2025-01-17,Activo,
954,Diego,Medina,19,M,Psicología,2,diego.medina@universidad.edu,555-0954,5.15,69,5,9,Bajo,1,4.8,5.0,5.6,5.3,5.2,23,40,2025-01-17,En Riesgo,Baja asistencia
955,Mateo,Jiménez,22,M,Educación,1,mateo.jiménez@universidad.edu,555-0955,6.2,55,3,4,Alto,1,6.2,6.7,5.9,6.2,6.2,15,20,2025-07-16,En Riesgo,Bajo rendimiento académico
956,Esperanza,Jiménez,20,F,Arquitectura,2,esperanza.jiménez@universidad.edu,555-0956,4.56,89,3,11,Medio,0,4.2,5.0,4.6,4.2,4.5,23,40,2025-01-17,Activo,
957,Cristóbal,Silva,25,M,Medicina,8,cristóbal.silva@universidad.edu,555-0957,8.14,72,5,3,Alto,0,7.8,8.3,8.2,8.0,8.1,95,160,2022-01-18,Condicional,
958,Santiago,Mendoza,24,M,Arquitectura,6,santiago.mendoza@universidad.edu,555-0958,6.6,61,5,14,Alto,0,6.6,6.3,6.6,6.5,6.5,73,120,2023-01-18,Activo,
959,Julieta,Ramos,20,F,Derecho,8,julieta.ramos@universidad.edu,555-0959,6.6,73,5,20,Bajo,0,6.6,6.9,7.0,6.8,6.8,107,160,2022-01-18,Activo,
960,Mariana,Torres,25,F,Ingeniería,8,mariana.torres@universidad.edu,555-0960,4.61,77,3,10,Alto,0,4.3,4.2,4.7,4.5,4.4,112,160,2022-01-18,Activo,
961,Lucía,Herrera,26,F,Ingeniería,8,lucía.herrera@universidad.edu,555-0961,4.53,62,1,22,Bajo,1,4.4,4.1,4.7,4.1,4.3,120,160,2022-01-18,En Riesgo,Problemas familiares
962,Ana,Morales,18,F,Enfermería,4,ana.morales@universidad.edu,555-0962,7.94,94,5,4,Alto,0,8.4,8.1,7.6,8.2,8.1,43,80,2024-01-18,Activo,
963,Joaquín,Castillo,18,M,Medicina,2,joaquín.castillo@universidad.edu,555-0963,6.31,54,2,8,Bajo,1,6.3,6.7,6.2,6.2,6.3,30,40,2025-01-17,En Riesgo,Pocas horas de estudio
964,Vicente,García,18,M,Psicología,4,vicente.garcía@universidad.edu,555-0964,6.12,88,3,14,Bajo,0,6.1,6.6,6.3,6.0,6.2,55,80,2024-01-18,Activo,
965,Laura,López,23,F,Arquitectura,8,laura.lópez@universidad.edu,555-0965,4.43,62,2,21,Medio,1,4.9,4.1,4.7,4.3,4.5,120,160,2022-01-18,En Riesgo,Problemas familiares
966,María,Moreno,22,F,Medicina,5,maría.moreno@universidad.edu,555-0966,5.89,59,1,10,Medio,1,5.7,5.9,6.0,5.8,5.9,75,100,2023-07-17,En Riesgo,Problemas económicos
